gmag,ra,dec,plx,bp_rp,lum_val,teff_val,radius_val
16.187,56.30591671,23.51672291,7.191138007,3.1344852,,3894.0352,
16.797682,56.89387188,24.03956017,7.527420167,2.5298405,,3845.87,
16.349155,56.24181646,23.40847749,7.358470684,2.915784,,4364.74,
17.531769,56.9860469,24.25867715,7.555396203,3.0660973,,,
13.8229885,56.51600687,25.45280242,7.290626054,1.8749657,0.069053896,3998.64,0.54754794
17.260897,56.59367689,23.48543411,6.972089797,3.2951422,,,
15.92664,57.96086407,22.89552093,7.423039696,2.7734184,,4058.79,
16.08218,56.13223691,23.59043155,7.189564795,2.8114948,,3921.1,
16.913992,56.89952636,24.87397138,7.425800254,3.0540323,,3873.66,
14.259017,56.41275505,25.22421519,7.281297155,2.1187134,,4016.5066,
17.622215,57.16384578,24.83870585,6.803740951,3.1765556,,,
18.782503,55.43225582,23.13314887,7.385550083,3.7209892,,,
15.924776,56.61261037,24.45374846,7.082669304,2.7505665,,4098.6675,
12.557741,57.69188781,22.93048322,7.289409564,1.4923582,0.17523228,4434.75,0.7091227
15.182101,57.49314666,23.70922,7.352547121,2.4827223,0.030062191,3395,0.5011681
12.294708,57.64417262,24.50757825,7.096746728,1.2865553,0.20494658,4839.74,0.6439155
17.048546,55.25168888,24.22627317,7.180694335,3.0732822,,4043.9033,
16.847776,58.18022782,24.46611694,7.206343707,2.994135,,4305.75,
16.321098,54.92805756,23.90755666,7.548557874,2.938428,,3786.41,
16.317553,56.70879498,23.53208765,7.435068512,2.8989172,,4367.8203,
18.674467,54.79117341,23.98112209,7.548393904,3.2731647,,,
13.1314535,56.90846391,23.46785524,7.24624176,1.5964804,0.10776677,4366.75,0.5735594
14.102081,56.64730235,23.41153727,7.25893189,2.04033,0.06328825,3761,0.59252614
7.146499,56.4075502,24.3354641,9.662704411,0.2642641,,8759,
17.474472,57.67018321,24.66725439,7.142849711,3.0867214,,,
14.476115,56.34797934,24.85061055,7.208744316,2.2304296,0.053148054,3544,0.61151755
16.533262,57.02772109,24.00172656,7.254396901,2.9032993,,4277.9375,
14.794772,55.54559682,24.0855371,7.757803088,2.499961,0.040537037,3338.5,0.6018328
17.199932,57.67688578,24.21525071,7.571391259,2.9977942,,,
15.743797,56.2390019,23.99218485,7.533099943,2.6714725,,3604.725,
18.103546,56.55978176,23.85061915,7.283831089,2.3577938,,,
16.568806,57.61402931,23.37901879,7.387620017,2.9679937,,4619.04,
15.674363,57.97466033,24.04751834,7.073044778,2.974308,,4620.34,
15.40569,57.84963327,25.09781115,7.283496833,2.5375776,,3665,
9.049635,55.51978035,22.85836437,7.368943784,0.6422272,3.2262459,6363,1.4780105
17.474613,56.7143857,24.10432913,7.359757216,2.5130405,,,
16.724789,55.1095763,23.35794225,7.072507859,3.097227,,3648.42,
17.79109,57.08581068,23.51688291,7.095616208,3.3021889,,,
9.986124,57.07051868,23.63659068,7.095886636,0.7458563,1.4886377,5886.2,1.1732136
10.302865,57.29898578,24.63638762,7.160771601,0.8136463,1.0964035,5809,1.0337965
17.324492,56.51910327,24.16537474,7.446688047,2.9053192,,,
16.502985,58.13899299,23.85174429,7.296214792,2.9487123,,3944.7651,
13.838818,56.76501822,24.15949356,7.409468716,1.8939762,0.0736497,3834,0.6150833
17.718502,57.33862367,24.6945342,7.074900166,3.2001553,,,
15.329321,56.57482973,24.6858047,7.405886838,2.5274477,,3462.5,
17.724459,56.48650944,24.36868551,7.179434721,1.7582893,,,
16.366108,55.98874202,24.2221823,7.483101799,2.911893,,4527.1523,
12.594947,56.61581291,23.59252114,7.258132997,1.5945015,0.17443375,4387,0.7229906
15.076346,55.98634871,24.9933305,7.416413756,2.4762526,0.032569446,3395,0.5216489
17.667574,55.41178381,24.38575233,7.044738539,3.1930885,,,
7.531583,57.48590631,24.34880025,7.264210753,0.09696245,,9103.667,
17.562769,57.76373557,23.58323446,7.366373024,3.1419888,,,
11.08914,56.42449369,24.43132298,7.311593602,1.0163317,0.54479575,5180.8926,0.9161368
16.658134,57.92637966,24.36131795,7.347082908,2.8881092,,3991.6833,
15.420517,56.07403907,24.44619409,7.321262722,2.5928602,,3994.345,
18.924332,58.07357307,24.45494623,8.043071033,,,,
16.835129,57.13271111,24.03280936,6.897553335,2.9200516,,4570.21,
15.462837,58.12888206,24.54418434,7.365046338,2.888301,,3961.8264,
18.026237,55.2718709,23.83735928,7.469501729,3.339405,,,
18.679129,56.53153647,23.74500681,6.933580366,1.9147568,,,
19.65225,56.5586418,23.36556148,7.221615525,,,,
18.02123,58.1846055,23.90401775,7.361440313,3.330202,,,
13.403344,56.30003456,24.58599482,7.574021534,1.7093868,0.082894444,4214.73,0.5399777
16.206133,56.97037045,22.99260555,7.159729334,3.118886,,3483.5,
17.415617,56.68002021,23.62260917,7.309224092,2.8909874,,,
12.223905,55.86099629,24.99413885,7.702988728,1.3712006,0.19835708,4623.447,0.6941363
16.026741,56.89500475,22.80113131,7.482735925,2.8307257,,3976.66,
15.0645685,57.08269847,23.60314413,7.293600692,2.4345636,,3880.2566,
10.823414,56.00257003,23.54375019,7.221583066,0.996192,0.7068049,5238,1.0208724
16.902199,58.01870825,24.2441855,7.675885012,2.9605665,,4443.035,
11.105286,55.96136337,24.24729889,7.623618789,1.0127316,0.5008591,5100,0.90650475
17.213495,54.92139246,23.4730077,7.17246661,3.1554146,,,
18.343576,56.80495875,24.01239894,7.191280894,2.3190594,,,
13.394528,56.66782697,24.9308706,7.338246622,1.8433132,0.105826706,3931.75,0.7010976
17.201006,55.67163031,24.02840198,7.228311461,3.0843658,,,
13.138794,56.46043865,23.87376023,7.228634926,1.6823072,0.11568869,4221.5,0.6358644
15.832394,57.99722672,24.66618454,7.43032512,2.7350063,,4076.08,
16.489231,56.1378789,25.75252594,7.168860852,3.010726,,4218.5127,
15.750729,56.86723042,23.44802869,7.118263777,2.7327852,,4010.33,
13.871589,57.15691561,22.76911968,7.2944613,1.9494781,0.07303621,3847.9802,0.60807353
16.177538,57.40055245,23.93962294,7.251180607,2.8555174,,3607.8901,
14.987151,57.70410283,22.6698468,7.436463781,2.476138,,3654.9,
11.404611,56.549076,24.62212528,7.528025263,1.0632076,0.37999064,5252.375,0.74443644
16.69936,57.36500598,24.40364307,7.404436255,2.9824944,,4570.21,
7.339084,56.61375713,24.25480651,7.217771204,0.14102697,17.016182,7884.7993,2.2105606
17.190712,58.18540186,24.3496895,7.288066264,3.095889,,,
15.558646,54.9431845,23.98123807,7.387778053,2.6468468,,3562,
12.207973,56.34253916,23.47151653,7.222663278,1.3232079,0.20817357,4957.5,0.6185004
17.079948,57.12404988,23.96813375,7.31378428,2.9914904,,,
17.911009,56.78930635,24.25949568,7.895162698,2.9522629,,,
17.574656,56.04707805,24.87605903,7.542372475,3.038374,,,
16.603014,56.03890606,23.14619762,7.312030683,3.0843725,,3836.2676,
19.510315,56.59278193,23.87392142,7.302430424,0.8096943,,,
16.486925,55.0404327,23.17555221,7.378075959,2.8728313,,4023.7898,
14.652494,56.8254725,24.03644264,7.350753555,,,,
3.8070912,56.45679252,24.36754753,9.47796016,-0.030336857,,9334.5,
17.125605,56.55284929,23.58701887,7.160652133,3.0165892,,,
13.73232,57.04583028,23.50681736,7.342758526,1.8267212,0.068021506,4138.37,0.50736105
14.523875,58.08614636,24.56531036,7.136425001,2.209241,,3826.6104,
13.717247,55.6096261,22.89446449,7.369149746,1.8398819,0.07847239,3922,0.6067306
17.677608,55.60954801,23.86061384,7.297897416,3.1640987,,,
17.059748,56.04572106,24.81260133,7.50521544,3.0037546,,4283.49,
16.83008,57.38016642,23.68863701,7.415586117,3.1136465,,4293.077,
15.08968,56.52358303,24.6121654,7.394165648,2.4725904,,3515.5,
6.989913,57.40916883,22.53329181,7.381836174,0.053978443,,9196.667,
11.823902,55.74682539,22.90071232,7.645259723,1.1916037,0.2713026,4855.8447,0.735953
12.087304,56.33836883,23.72727712,7.214712479,1.5521803,0.28890067,4333.5,0.95356286
17.440569,55.65402262,25.2325149,7.331375156,3.1776829,,,
17.202,56.78289879,24.3936708,7.210207909,2.9094543,,,
13.64851,55.90390489,24.39378723,7.331957609,1.8285284,0.0837981,3933.5,0.6233205
16.825438,56.87239326,24.11411856,7.311055219,1.638916,,5074.403,
10.218912,54.80623032,24.46633087,7.028588425,0.80593777,1.2353592,5732.7676,1.1267319
16.719076,56.84184586,23.35996418,7.412133769,3.0870228,,4158.6226,
12.4656105,57.33590025,24.77646852,7.253766852,1.3821688,0.17129083,4761.86,0.6080881
13.451449,55.47365167,23.45780364,7.695466741,1.858427,0.07651637,4222,0.51700336
15.848419,56.66784065,25.7313623,7.144864898,2.7273693,,3913.2876,
17.014898,56.46271554,23.62128453,6.982027028,2.5486164,,3828,
13.502793,55.30763347,23.38474832,7.222542988,1.7260284,0.09239514,4038.4368,0.62094146
16.276703,55.34540673,23.92991344,7.292019181,2.8881302,,4120.11,
13.348431,56.92168154,23.74009204,7.338616688,1.6672621,0.08640487,4357.6226,0.51573014
17.49346,56.68666199,24.74939773,7.369589943,3.1099606,,,
15.096285,57.01744821,24.06572008,2.553952834,1.6729584,0.15005554,4255,0.71281946
15.56619,55.93744214,23.05570043,7.188009626,2.6839495,,3589.875,
18.851374,58.02432444,24.29181167,6.609565162,3.2838287,,,
18.594755,56.10669134,22.66874476,7.389003076,3.5970287,,,
14.475728,57.5536783,24.35162169,7.238879949,2.2047224,,4071.835,
15.9558,55.90467916,23.64210119,7.456263902,3.0355148,,4139.71,
10.645163,55.88323238,23.67386006,7.339939457,0.89705944,0.7780899,5524.3335,0.9629589
14.344227,56.705119,24.59983175,7.296667673,2.15034,0.0529677,3681.5,0.5657292
17.803398,56.6692223,22.36753305,7.541947005,3.518423,,,
16.996624,57.61602861,23.06513095,7.144392748,3.0252361,,4188.9834,
14.72701,56.00958853,25.06476136,7.485865414,2.3217554,,4062.44,
15.500054,55.51226873,23.93155625,7.541090078,2.6890078,,3865,
9.368323,56.79198513,24.27645979,7.320286279,0.6514597,2.44632,6164.8,1.3711069
11.4698305,57.259816,23.25224525,7.11875091,1.0635023,0.4188676,5001,0.86213905
17.332096,56.72491282,24.13237683,7.187549442,2.6410322,,,
16.239822,56.34038867,24.54351203,7.050673166,2.7189217,,3560,
10.929143,57.41426061,23.28991461,7.122070293,0.95699596,0.6436396,5416,0.9112063
17.656496,56.58093817,23.01532279,7.841654502,3.5787888,,,
13.43174,55.95261076,23.53919963,7.266316563,1.7248821,0.09702508,4045.3276,0.63414305
16.229826,57.56367484,24.22654855,7.61743563,2.8756533,,3847.495,
17.223673,56.58906199,24.56439053,6.981437068,2.9742584,,,
14.286755,56.76582879,23.61612114,7.136431156,2.4694462,0.057932734,3692.4797,0.5881369
7.273158,56.85181836,23.91448399,7.195810035,0.049874306,,9426.667,
15.774042,55.704705,24.17087412,7.655917931,2.7659283,,3994.45,
14.401151,56.52328959,23.75706438,7.313606607,2.4146633,0.06269682,3389,0.7263271
14.81861,55.53692135,23.58790206,7.313183776,2.3428612,0.041469164,3423.25,0.578946
19.327707,55.8541846,23.86690163,7.71219703,3.0772457,,,
11.733487,57.64893274,25.4263149,7.291899652,1.2233677,0.31999674,4906.7065,0.78279
15.998383,55.39057975,25.11331658,7.276790378,2.83525,,3930.78,
19.557598,55.69708994,23.01106671,7.886232804,3.2402916,,,
18.668432,56.14965997,23.57818121,6.654699977,3.414711,,,
9.027333,57.3864499,23.38021038,7.132481799,0.5961113,3.510587,6604.3477,1.4311417
15.422249,56.90862923,24.81955675,7.15156938,2.5828314,,3539,
8.893207,56.33701671,24.92188054,7.159600194,0.6286812,3.94241,6540.825,1.5462099
17.876438,55.65988263,25.47885449,7.287574737,3.2678204,,,
16.600153,57.91303065,24.59127072,7.355696031,3.0004883,,4305.3,
17.7214,55.64160602,24.18338989,7.361913092,3.1399841,,,
12.136,56.51159306,23.73718825,7.275147952,1.7165222,0.28322452,4250.5,0.9813819
16.845224,57.14081243,24.03285591,6.821292275,2.8579655,,3904.36,
18.875072,56.398815,24.4093702,7.673986052,1.3406792,,,
12.001295,56.77834079,23.71495857,7.32202997,1.2329378,0.24467315,4964,0.6687784
13.754035,55.96737871,24.84142329,7.369683472,1.8678293,0.07788751,3882.6667,0.6167744
15.424112,57.6249253,25.0517334,6.893589886,2.555768,0.029647965,3305,0.5251788
10.156676,57.66705529,23.93285093,7.159888437,0.785573,1.2518018,5851.5,1.0886444
16.131664,56.36072995,22.52541538,7.498795371,2.814166,,4162.98,
15.276305,55.51383494,24.53688652,7.227775105,2.502078,,3674.1226,
15.409418,56.15125981,23.50290894,7.237221858,2.5989494,,3677.3333,
15.459362,57.73930116,24.10837508,7.301201366,2.5334454,,3663,
15.889762,56.0400805,24.58937881,7.262346354,2.7331257,,4220.735,
16.543308,56.33326975,24.47333752,7.468187907,2.8091917,,4618.94,
13.565852,58.48872322,23.34511123,7.461683047,1.8525305,0.090367846,3882.5,0.66441077
18.202536,56.57734706,23.98390784,7.543498456,1.7003956,,,
8.877219,56.21357743,23.26873059,7.2541328,0.5548258,3.8971024,6621.275,1.5001694
7.5111723,57.32010393,24.39593958,6.966707473,0.14096451,,8216.5,
16.634157,56.88780761,25.63831852,7.334387779,3.0522404,,4135.5,
7.787234,56.41633278,22.69427123,7.296161967,0.2567296,,8008.75,
13.360757,55.49565824,25.32880028,7.228297163,2.0514126,0.11845956,3855.52,0.771386
15.197468,55.10088861,24.5843117,7.329079172,2.4535913,,3733.12,
13.857836,55.90258795,23.45375997,7.319168126,1.8997641,0.06999994,3919.595,0.57374525
13.742901,56.64972307,23.96683124,7.145928746,1.8467836,0.07519927,4047.8901,0.5575734
17.170603,56.22181306,24.01835072,7.398728082,2.7250109,,,
19.310072,55.11912025,23.56163491,7.292607331,3.5205326,,,
16.167225,56.74722254,24.02839871,7.361535389,2.99782,,4443.035,
14.910411,57.3652515,24.53153525,6.73730057,2.496684,0.048822213,3327,0.66505224
16.927542,56.59786776,24.03075344,7.471073124,2.717515,,4134.885,
8.025201,56.64258762,23.6238281,7.148459965,0.5455704,8.799151,6718.51,2.1894102
18.517319,56.794466,23.97105902,7.627719613,2.8726845,,,
18.111498,57.16924677,25.02203341,7.387336411,3.3400726,,,
16.821768,56.46396803,24.29548749,7.483064155,2.4530563,,3712.6667,
16.002441,56.46920838,25.91649683,7.075149952,3.0702562,,4185.8022,
11.34111,57.45992114,23.70539461,7.205443261,1.0337391,0.44779232,5141.75,0.84327465
15.409516,56.78835214,24.05198412,7.236047278,2.5437899,,3736,
12.790639,57.50275815,25.3986048,6.562290573,1.7609863,0.22045527,4005.1748,0.97514665
17.077898,56.78973847,23.43216093,7.123109255,3.020667,,,
17.22878,56.73055542,24.1878043,7.291094789,3.2011213,,,
17.161867,56.61545988,23.8124978,7.35029202,2.6414251,,,
17.80788,56.15747104,24.42729269,7.106107984,2.9614944,,,
18.148432,55.73565759,22.85484007,7.335468333,3.357256,,,
14.91257,55.80453493,24.65524897,7.225563637,2.4242506,0.041057214,3362,0.59724426
17.270823,56.87470853,24.09693196,7.160426029,1.3497438,,,
16.766098,55.35989921,23.13394534,6.972267434,3.1084986,,3717.0598,
14.947666,56.32088155,25.26308922,7.153810137,2.6865873,,3685.78,
16.334352,56.54154458,24.67371089,7.546404574,,,,
8.231667,56.83069747,24.1389262,7.3470686,0.35874176,7.0664654,7607.05,1.5304574
17.373108,57.20265345,24.50414421,3.343893909,2.502287,,,
17.659203,56.84331305,24.23841307,7.528489038,3.1804676,,,
17.411623,57.02449257,23.88344902,7.323247682,3.1623707,,,
16.924017,56.02351277,23.06164397,2.641655169,2.2781897,0.0416742,3539.25,0.542955
11.156267,55.8631155,25.38739383,7.23281606,1.0757828,0.53727806,5039.3335,0.9616255
16.60589,55.51430465,25.37741275,7.300962753,3.1651983,,3909.0735,
18.998428,55.46464119,24.32412384,7.593180038,3.333046,,,
17.645365,57.83245914,23.06765128,7.353776216,3.2114048,,,
9.586493,56.4174937,24.62703861,7.568906834,0.7463207,1.8869814,5926.5,1.3029864
16.85819,55.71537588,23.14533503,7.247139977,3.2622318,,4155.5303,
18.596163,55.16450187,23.44287282,7.434519014,3.52137,,,
15.06558,56.725203,25.2456526,7.106221478,2.4576235,,3614,
16.162157,55.65117606,23.36784489,7.422496753,2.843028,,3930.78,
14.534834,56.46955931,25.86153774,7.180123272,2.288885,0.05094619,3539,0.60040927
18.86749,56.28626291,24.40248939,7.631436457,1.821703,,,
18.552193,55.7497641,22.71416635,6.866815702,3.801773,,,
11.5116625,55.12810757,24.48711985,7.240471737,1.1248474,0.39173976,4976,0.8421525
18.222229,56.09235601,23.18175156,7.138239569,3.3325825,,,
17.364464,56.48794187,24.35010175,6.989275522,2.2008038,,,
17.429611,57.60500668,22.67536045,7.272556621,3.2162476,,,
16.764149,57.07240084,23.80640339,7.034770374,2.9623728,,4464.767,
16.674482,56.59603415,24.60485654,7.39711226,2.8317242,,3740.3252,
10.747876,57.38808968,23.79520175,7.191551867,0.8950987,0.7440441,5438.45,0.9716317
16.958044,55.1087475,24.53682207,7.061335175,2.8988667,,4336.298,
16.235586,57.3346644,25.42830778,6.797468042,2.85221,,3965.4631,
11.858036,56.18320809,25.49909648,7.170109439,1.192009,0.29567885,4898.6,0.75495106
16.091797,57.83124448,23.16359208,7.267979355,2.8487349,,3895.1099,
14.237983,55.62266391,22.79038942,7.242485942,2.1059608,0.055208996,3784.245,0.54663706
8.208464,56.56677416,24.18973453,7.393535266,0.42568254,6.961213,6911.72,1.8400211
18.828148,56.10635616,22.46370489,7.127904386,3.8291626,,,
17.82392,57.498153,24.19590502,7.265152463,3.1334152,,,
15.111785,58.42074479,24.41920923,7.290620725,2.4016466,,3677,
17.579325,56.79950078,24.23144769,7.072840798,3.1648521,,,
16.33223,56.94066902,24.09348476,7.365053398,2.6816845,,3805.9402,
17.623316,56.90992417,24.59977913,7.123437592,3.1182766,,,
16.333363,56.59257059,23.87793715,7.165199863,2.7284775,,4021.8826,
16.742987,57.74243717,23.92836394,7.093679175,2.9336786,,4710.605,
16.115524,56.66683843,23.78274709,7.26747916,2.7759695,,3955.02,
9.299754,56.66006062,22.91959021,7.209941658,0.6647806,2.6803288,6269.2,1.3877857
17.227594,56.93522153,24.6153371,7.281761799,2.9744387,,,
14.356038,56.12540143,25.59621679,7.016339396,2.136445,0.052994497,3777.89,0.5373651
18.970186,56.55990246,23.85023733,7.171069268,,,,
16.638477,57.48125912,24.10124091,7.50151713,2.9143686,,4630.13,
10.871961,56.06105599,24.10192068,7.173243564,1.2803516,0.7420269,4848.5,1.2208089
17.46701,58.03320352,25.46503724,7.202853247,3.2510567,,,
19.401106,57.2392438,23.23294212,6.98335408,3.3801155,,,
17.815897,54.96121431,23.76440875,7.088554064,3.3077316,,,
15.032399,56.11208788,24.40865144,7.241883323,2.372159,,3815,
18.626999,56.75775571,24.22433412,7.411310988,2.9798603,,,
7.8457074,55.92314746,23.64896406,7.469767743,0.49204302,9.600663,7257.175,1.9600543
10.8633795,56.61848124,24.43374538,7.37347028,0.96805,0.640015,5389.5,0.91759443
17.184664,56.7428276,24.02800166,7.590365137,3.0530758,,,
15.203925,56.041386,24.26763055,7.36646802,2.5052528,,3556.6426,
16.357365,56.86159346,23.63388418,7.365836587,3.048687,,4084.33,
17.13523,55.3529197,25.38483568,7.009606604,3.0367393,,,
16.917055,55.33071155,23.86147416,7.212984394,3.0992022,,4438.1777,
15.9793825,56.36897008,22.98432642,0.822378,1.1055889,0.4874693,5056.16,0.90988106
17.329027,56.77548881,23.75544951,7.146564845,2.9898586,,,
16.235847,56.35335694,24.34577564,7.095177111,2.6450014,,4218.3096,
15.746541,56.51799575,23.9278484,7.091920325,2.520113,,3651.8699,
16.143957,57.08465699,24.91506287,8.367318565,2.940467,,3707.5,
13.770322,55.67856471,25.28090338,7.022063833,1.812748,0.07510851,4065,0.5525558
10.361045,56.5750593,23.48646362,7.118531405,1.1352091,1.1698532,4974.6196,1.4561247
17.186306,57.97516526,24.04735715,7.03427247,,,,
16.560986,57.34232919,25.7936958,6.900333386,2.9870863,,4305.5,
11.418302,57.72960799,24.19725257,7.15158712,1.0413036,0.42127362,5170.3,0.8089158
13.716142,56.43373625,24.07392961,7.254079345,1.8322735,0.08177857,3909,0.6235066
10.134455,57.48548896,23.21843739,6.798870978,0.7858448,1.4171873,5848.7,1.159438
14.9961605,57.79812366,24.38680653,8.164850434,2.5902958,,3692,
17.5849,56.68706021,23.61855894,7.167705826,3.1481514,,,
12.372397,55.61507854,25.04683424,7.238080541,1.3064299,0.1771138,4983.6665,0.564522
15.859627,56.54004306,22.71021466,6.813013574,2.9858608,,3730.345,
17.669632,56.51241782,24.68199439,6.575707444,3.3416157,,,
9.982312,56.43811231,25.59560882,6.362948222,0.7758837,1.869626,5772,1.3673427
18.595245,57.42996544,24.66276972,6.683943351,3.2964058,,,
16.452833,54.76441315,24.11015812,1.313744346,1.2998514,0.12909812,4862.263,0.50633234
18.196487,58.50471943,23.32792019,7.092131138,3.2852955,,,
16.982763,57.72916283,24.55085115,6.80186747,2.9913988,,4386.975,
15.531212,56.45576759,24.41851203,7.336739089,2.4765387,,3420.6667,
14.000706,56.89678607,25.54376472,6.792325773,1.9685411,0.073522285,3873.26,0.60215575
17.598877,57.57335564,22.93288931,7.362426606,3.1872559,,,
15.638271,55.8517426,23.22490874,7.323733358,1.9933558,,4831,
8.537581,56.27733515,24.26331582,8.0033936,0.47645378,4.406881,7138.7095,1.3723942
17.076488,57.06457353,25.24331892,6.775318437,2.9987116,,,
16.234043,57.59190416,22.62550536,7.073018472,2.8717546,,3991.6833,
17.256842,55.92983106,24.54880405,6.860148147,3.0378218,,,
17.22428,57.18418728,23.26047119,7.229987939,0.65531635,,,
16.764875,56.05851174,25.53747341,6.917758963,,,,
16.541647,56.73248988,23.93987805,7.080585005,3.0091658,,4185.365,
18.987007,57.21023503,22.74150505,6.598820028,3.5115871,,,
16.326908,56.11065098,24.48635412,7.052117486,3.0891504,,4218.42,
15.538248,55.11009508,24.08977027,6.682928299,2.631671,,3654.3398,
8.201289,57.05657381,24.31821814,6.992730254,0.51014566,7.8465357,7011.135,1.8985192
16.745174,57.60485361,23.92811338,6.648185064,2.9775887,,4522.045,
17.48106,55.59229535,25.06550795,2.554589535,2.5271454,,,
16.586702,56.51447802,24.34902791,6.721193674,2.5570307,,3556.3,
16.810886,57.7796749,23.34918898,6.629057281,2.9585152,,4011.2275,
17.043743,57.32779401,23.78009599,3.263394599,2.45928,,3472,
15.897217,55.05317012,23.15978243,6.85758801,2.7696428,,4069.5598,
17.340843,58.31857531,23.34934566,6.91083772,3.1015167,,,
14.110945,57.25982449,25.72325235,2.669297724,1.3563108,0.27826503,4757.755,0.77638626
17.134586,55.76824795,25.43656923,6.747040371,3.2438421,,,
15.868452,56.98038147,23.31814295,6.474767597,2.7004519,,3820.9927,
11.551752,56.72201501,22.88075415,6.732059171,1.0697002,0.43240777,5021.875,0.86869556
15.663534,58.10007111,23.92090783,1.352131348,1.240819,0.24938406,4905.7803,0.69130677
6.9133115,57.71855016,23.96127553,3.912602491,0.1459403,,8350,
10.34908,55.85234333,23.22574852,7.177491636,0.961092,1.091812,5338.0034,1.2217121
13.727313,56.30933039,25.08863737,6.704077931,1.7710791,0.086059496,4059,0.5932175
19.309088,55.8925234,25.03782192,6.673315271,3.3864174,,,
14.454748,55.90241838,24.23213138,6.909872343,,,,
18.484653,55.49866659,24.7049449,6.969846529,3.242075,,,
11.321647,57.24379772,23.20100199,6.998760609,1.0961046,0.49246752,5042.067,0.91965353
13.883172,55.67468481,24.19928217,6.83643889,1.9294043,0.0743316,3998,0.5682688
14.61721,56.15749343,22.92085143,7.073061912,2.3609018,0.049680766,3512.19,0.60199213
11.048224,56.0612575,24.1014422,6.949594978,1.3170204,0.64818907,5000,1.0729104
17.029175,57.2179023,25.37552088,6.368546993,3.0898962,,4438.1777,
9.703188,54.78812853,24.36762875,6.955217069,0.7573662,2.007155,5924.125,1.3449146
9.779877,56.71065325,23.23900555,6.49772411,0.7465296,2.1408794,5945.6665,1.3789473
16.111353,55.86026323,22.7116778,6.457266843,2.756837,,4092.7131,
15.995258,56.05814194,25.53748268,6.744073801,3.0346317,,4608.575,
11.852763,56.92086938,22.92979524,5.779793156,1.4042444,0.5138335,4526.755,1.16544
8.186488,55.9302639,24.37439577,7.226433157,0.3529148,7.8390136,7963.1953,1.4709862
15.502478,56.52593737,25.11261587,2.085063306,1.5151691,0.14168718,4443,0.6352802
17.42207,57.44150484,22.89538761,1.730390904,2.0492382,,,
11.906063,57.76543197,22.84039511,4.196959545,1.1026592,0.81610394,4947.18,1.2297305
